0;A;A-D;B;B-D;C;C-D;D;D-D;E;E-D
68;,Hard,, but less than smooth throw attempt. Foe is unbalanced.,;,+7H,, stun 2x,;Strong throw. Foe is left a second behind you and confused. You have initiative for 6 rounds.;+8H;Glancing kick to foe's face. Your recovery strikes foe in side. Foe steps back 5 feet to recover.;,stun 2x,, foe @ -10,;You make it look simple. You throw foe down on his shield shoulder. Break collar bone and arm. Arm is useless.;,+5H,, stun no parry 2x,, foe @ -30,;,Foe lands on shield arm. If foe has shield,, it is broken. If foe has no shield,, arm is shattered and useless.,;,with shield: +20H | w/o: +10H,, stun no parry 2x,, foe @ -20,
69;,Hard,, but less than smooth throw attempt. Foe is unbalanced.,;,+7H,, stun 2x,;Strong throw. Foe is left a second behind you and confused. You have initiative for 6 rounds.;+8H;Glancing kick to foe's face. Your recovery strikes foe in side. Foe steps back 5 feet to recover.;,stun 2x,, foe @ -10,;You make it look simple. You throw foe down on his shield shoulder. Break collar bone and arm. Arm is useless.;,+5H,, stun no parry 2x,, foe @ -30,;,Foe lands on shield arm. If foe has shield,, it is broken. If foe has no shield,, arm is shattered and useless.,;,with shield: +20H | w/o: +10H,, stun no parry 2x,, foe @ -20,
70;,Hard,, but less than smooth throw attempt. Foe is unbalanced.,;,+7H,, stun 2x,;Strong throw. Foe is left a second behind you and confused. You have initiative for 6 rounds.;+8H;Glancing kick to foe's face. Your recovery strikes foe in side. Foe steps back 5 feet to recover.;,stun 2x,, foe @ -10,;You make it look simple. You throw foe down on his shield shoulder. Break collar bone and arm. Arm is useless.;,+5H,, stun no parry 2x,, foe @ -30,;,Foe lands on shield arm. If foe has shield,, it is broken. If foe has no shield,, arm is shattered and useless.,;,with shield: +20H | w/o: +10H,, stun no parry 2x,, foe @ -20,
71;Fall bruises foe's thigh. He gets back to his feet instantly.;,+2H,, stun no parry 2x,, foe @ -5,;Fall from throw tears ligaments in foe's leg. Foe rises with some difficulty.;,+5H,, stun no parry 1x,, foe @ -10,;You sweep foe down and grip his leg to keep it from breaking his fall. He strains a muscle trying to break free.;,stun no parry 2x,, foe @ -25,;You assist foe in falling very hard. Foe's leg is fractured. He rolls away from you to get off his wounded leg.;,+5H,, stun no parry 2x,, foe @ -30,;You sweep foe over. Foe falls and breaks his hip. You strike at foe's mild hip fracture for advantage.;,stun no parry 2x,, foe @ -40,
72;Fall bruises foe's thigh. He gets back to his feet instantly.;,+2H,, stun no parry 2x,, foe @ -5,;Fall from throw tears ligaments in foe's leg. Foe rises with some difficulty.;,+5H,, stun no parry 1x,, foe @ -10,;You sweep foe down and grip his leg to keep it from breaking his fall. He strains a muscle trying to break free.;,stun no parry 2x,, foe @ -25,;You assist foe in falling very hard. Foe's leg is fractured. He rolls away from you to get off his wounded leg.;,+5H,, stun no parry 2x,, foe @ -30,;You sweep foe over. Foe falls and breaks his hip. You strike at foe's mild hip fracture for advantage.;,stun no parry 2x,, foe @ -40,
73;Fall bruises foe's thigh. He gets back to his feet instantly.;,+2H,, stun no parry 2x,, foe @ -5,;Fall from throw tears ligaments in foe's leg. Foe rises with some difficulty.;,+5H,, stun no parry 1x,, foe @ -10,;You sweep foe down and grip his leg to keep it from breaking his fall. He strains a muscle trying to break free.;,stun no parry 2x,, foe @ -25,;You assist foe in falling very hard. Foe's leg is fractured. He rolls away from you to get off his wounded leg.;,+5H,, stun no parry 2x,, foe @ -30,;You sweep foe over. Foe falls and breaks his hip. You strike at foe's mild hip fracture for advantage.;,stun no parry 2x,, foe @ -40,
74;Fall bruises foe's thigh. He gets back to his feet instantly.;,+2H,, stun no parry 2x,, foe @ -5,;Fall from throw tears ligaments in foe's leg. Foe rises with some difficulty.;,+5H,, stun no parry 1x,, foe @ -10,;You sweep foe down and grip his leg to keep it from breaking his fall. He strains a muscle trying to break free.;,stun no parry 2x,, foe @ -25,;You assist foe in falling very hard. Foe's leg is fractured. He rolls away from you to get off his wounded leg.;,+5H,, stun no parry 2x,, foe @ -30,;You sweep foe over. Foe falls and breaks his hip. You strike at foe's mild hip fracture for advantage.;,stun no parry 2x,, foe @ -40,
75;Fall bruises foe's thigh. He gets back to his feet instantly.;,+2H,, stun no parry 2x,, foe @ -5,;Fall from throw tears ligaments in foe's leg. Foe rises with some difficulty.;,+5H,, stun no parry 1x,, foe @ -10,;You sweep foe down and grip his leg to keep it from breaking his fall. He strains a muscle trying to break free.;,stun no parry 2x,, foe @ -25,;You assist foe in falling very hard. Foe's leg is fractured. He rolls away from you to get off his wounded leg.;,+5H,, stun no parry 2x,, foe @ -30,;You sweep foe over. Foe falls and breaks his hip. You strike at foe's mild hip fracture for advantage.;,stun no parry 2x,, foe @ -40,
76;,Foe falls on his shield side. If he has a shield,, it is broken. If no shield,, arm is sprained.,;,stun 2x,, foe @ -10,;Foe breaks his fall with his weapon hand. He sprains two fingers when landing.;,stun 2x,, foe @ -25,;,You knock foe over and ride him down. He throws you off,, but lands on his shield arm. He dislocates his shoulder.,;,+6H,, must parry 6x,, foe @ -40,;You throw foe down hard and deadly. He lands on his back and cracks his shoulder blade.;,+9H,, stun no parry 2x,, foe @ -20,;You send foe over backwards. He stumbles 10 feet. He falls on his elbow. Joint is shattered. Arm is useless.;,stun 4x,, no parry 1x,
77;,Foe falls on his shield side. If he has a shield,, it is broken. If no shield,, arm is sprained.,;,stun 2x,, foe @ -10,;Foe breaks his fall with his weapon hand. He sprains two fingers when landing.;,stun 2x,, foe @ -25,;,You knock foe over and ride him down. He throws you off,, but lands on his shield arm. He dislocates his shoulder.,;,+6H,, must parry 6x,, foe @ -40,;You throw foe down hard and deadly. He lands on his back and cracks his shoulder blade.;,+9H,, stun no parry 2x,, foe @ -20,;You send foe over backwards. He stumbles 10 feet. He falls on his elbow. Joint is shattered. Arm is useless.;,stun 4x,, no parry 1x,
78;,Foe falls on his shield side. If he has a shield,, it is broken. If no shield,, arm is sprained.,;,stun 2x,, foe @ -10,;Foe breaks his fall with his weapon hand. He sprains two fingers when landing.;,stun 2x,, foe @ -25,;,You knock foe over and ride him down. He throws you off,, but lands on his shield arm. He dislocates his shoulder.,;,+6H,, must parry 6x,, foe @ -40,;You throw foe down hard and deadly. He lands on his back and cracks his shoulder blade.;,+9H,, stun no parry 2x,, foe @ -20,;You send foe over backwards. He stumbles 10 feet. He falls on his elbow. Joint is shattered. Arm is useless.;,stun 4x,, no parry 1x,
79;,Foe falls on his shield side. If he has a shield,, it is broken. If no shield,, arm is sprained.,;,stun 2x,, foe @ -10,;Foe breaks his fall with his weapon hand. He sprains two fingers when landing.;,stun 2x,, foe @ -25,;,You knock foe over and ride him down. He throws you off,, but lands on his shield arm. He dislocates his shoulder.,;,+6H,, must parry 6x,, foe @ -40,;You throw foe down hard and deadly. He lands on his back and cracks his shoulder blade.;,+9H,, stun no parry 2x,, foe @ -20,;You send foe over backwards. He stumbles 10 feet. He falls on his elbow. Joint is shattered. Arm is useless.;,stun 4x,, no parry 1x,
80;,Foe falls on his shield side. If he has a shield,, it is broken. If no shield,, arm is sprained.,;,stun 2x,, foe @ -10,;Foe breaks his fall with his weapon hand. He sprains two fingers when landing.;,stun 2x,, foe @ -25,;,You knock foe over and ride him down. He throws you off,, but lands on his shield arm. He dislocates his shoulder.,;,+6H,, must parry 6x,, foe @ -40,;You throw foe down hard and deadly. He lands on his back and cracks his shoulder blade.;,+9H,, stun no parry 2x,, foe @ -20,;You send foe over backwards. He stumbles 10 feet. He falls on his elbow. Joint is shattered. Arm is useless.;,stun 4x,, no parry 1x,
81;Sweep unbalances foe and puts you in a good position for your next strike.;,+3H,, stun 3x,, (+25 Next Attack),;,Sweep knocks foe 10 feet to side. If foe has a cloak or cape,, he falls down. If not,, foe is facing the wrong way.,;,+9H,, stun no parry 2x,;Sweep staggers foe. You step in close for better position. Foe is oblivious to your advantage.;,stun no parry 2x,, (+30 Next Attack),;Your throwing grip lands on foe's weapon hand. You tear tendons and muscles in his wrist. He drops his weapon. Arm is useless.;+10H;Throw foe with a running assault. You carry him a good 10 feet to land on his face. As he yells dirt shovels into his mouth. You try not to laugh.;,+5H,, stun no parry 6x,
82;Sweep unbalances foe and puts you in a good position for your next strike.;,+3H,, stun 3x,, (+25 Next Attack),;,Sweep knocks foe 10 feet to side. If foe has a cloak or cape,, he falls down. If not,, foe is facing the wrong way.,;,+9H,, stun no parry 2x,;Sweep staggers foe. You step in close for better position. Foe is oblivious to your advantage.;,stun no parry 2x,, (+30 Next Attack),;Your throwing grip lands on foe's weapon hand. You tear tendons and muscles in his wrist. He drops his weapon. Arm is useless.;+10H;Throw foe with a running assault. You carry him a good 10 feet to land on his face. As he yells dirt shovels into his mouth. You try not to laugh.;,+5H,, stun no parry 6x,
83;Sweep unbalances foe and puts you in a good position for your next strike.;,+3H,, stun 3x,, (+25 Next Attack),;,Sweep knocks foe 10 feet to side. If foe has a cloak or cape,, he falls down. If not,, foe is facing the wrong way.,;,+9H,, stun no parry 2x,;Sweep staggers foe. You step in close for better position. Foe is oblivious to your advantage.;,stun no parry 2x,, (+30 Next Attack),;Your throwing grip lands on foe's weapon hand. You tear tendons and muscles in his wrist. He drops his weapon. Arm is useless.;+10H;Throw foe with a running assault. You carry him a good 10 feet to land on his face. As he yells dirt shovels into his mouth. You try not to laugh.;,+5H,, stun no parry 6x,
84;Sweep unbalances foe and puts you in a good position for your next strike.;,+3H,, stun 3x,, (+25 Next Attack),;,Sweep knocks foe 10 feet to side. If foe has a cloak or cape,, he falls down. If not,, foe is facing the wrong way.,;,+9H,, stun no parry 2x,;Sweep staggers foe. You step in close for better position. Foe is oblivious to your advantage.;,stun no parry 2x,, (+30 Next Attack),;Your throwing grip lands on foe's weapon hand. You tear tendons and muscles in his wrist. He drops his weapon. Arm is useless.;+10H;Throw foe with a running assault. You carry him a good 10 feet to land on his face. As he yells dirt shovels into his mouth. You try not to laugh.;,+5H,, stun no parry 6x,
85;Sweep unbalances foe and puts you in a good position for your next strike.;,+3H,, stun 3x,, (+25 Next Attack),;,Sweep knocks foe 10 feet to side. If foe has a cloak or cape,, he falls down. If not,, foe is facing the wrong way.,;,+9H,, stun no parry 2x,;Sweep staggers foe. You step in close for better position. Foe is oblivious to your advantage.;,stun no parry 2x,, (+30 Next Attack),;Your throwing grip lands on foe's weapon hand. You tear tendons and muscles in his wrist. He drops his weapon. Arm is useless.;+10H;Throw foe with a running assault. You carry him a good 10 feet to land on his face. As he yells dirt shovels into his mouth. You try not to laugh.;,+5H,, stun no parry 6x,
86;Foe lands on his back. He rolls over and stands up. Bruised muscles. The damage is done.;,stun no parry 2x,, foe @ -20,;Foe lands on his back. He realizes that he is in peril. The impact tears tendons and breaks bones.;,stun no parry 2x,, foe @ -25,;Strike to legs. Throw foe to the ground. He will always remember this one. Foe has cracked a vertebrae.;,stun no parry 3x,, foe @ -50,;Throw foe down. You immobilize him in an arm lock. It will take a special move to get out of your grip.;stun no parry 6x;Throw sends foe flying into an available enemy within 10 feet. Both are knocked down and confused.;,+9H,, stun no parry 3x,
87;Foe lands on his back. He rolls over and stands up. Bruised muscles. The damage is done.;,stun no parry 2x,, foe @ -20,;Foe lands on his back. He realizes that he is in peril. The impact tears tendons and breaks bones.;,stun no parry 2x,, foe @ -25,;Strike to legs. Throw foe to the ground. He will always remember this one. Foe has cracked a vertebrae.;,stun no parry 3x,, foe @ -50,;Throw foe down. You immobilize him in an arm lock. It will take a special move to get out of your grip.;stun no parry 6x;Throw sends foe flying into an available enemy within 10 feet. Both are knocked down and confused.;,+9H,, stun no parry 3x,
88;Foe lands on his back. He rolls over and stands up. Bruised muscles. The damage is done.;,stun no parry 2x,, foe @ -20,;Foe lands on his back. He realizes that he is in peril. The impact tears tendons and breaks bones.;,stun no parry 2x,, foe @ -25,;Strike to legs. Throw foe to the ground. He will always remember this one. Foe has cracked a vertebrae.;,stun no parry 3x,, foe @ -50,;Throw foe down. You immobilize him in an arm lock. It will take a special move to get out of your grip.;stun no parry 6x;Throw sends foe flying into an available enemy within 10 feet. Both are knocked down and confused.;,+9H,, stun no parry 3x,
89;Foe lands on his back. He rolls over and stands up. Bruised muscles. The damage is done.;,stun no parry 2x,, foe @ -20,;Foe lands on his back. He realizes that he is in peril. The impact tears tendons and breaks bones.;,stun no parry 2x,, foe @ -25,;Strike to legs. Throw foe to the ground. He will always remember this one. Foe has cracked a vertebrae.;,stun no parry 3x,, foe @ -50,;Throw foe down. You immobilize him in an arm lock. It will take a special move to get out of your grip.;stun no parry 6x;Throw sends foe flying into an available enemy within 10 feet. Both are knocked down and confused.;,+9H,, stun no parry 3x,
90;Foe lands on his back. He rolls over and stands up. Bruised muscles. The damage is done.;,stun no parry 2x,, foe @ -20,;Foe lands on his back. He realizes that he is in peril. The impact tears tendons and breaks bones.;,stun no parry 2x,, foe @ -25,;Strike to legs. Throw foe to the ground. He will always remember this one. Foe has cracked a vertebrae.;,stun no parry 3x,, foe @ -50,;Throw foe down. You immobilize him in an arm lock. It will take a special move to get out of your grip.;stun no parry 6x;Throw sends foe flying into an available enemy within 10 feet. Both are knocked down and confused.;,+9H,, stun no parry 3x,
91;Foe breaks his nose on a piece of equipment when you throw him. He is down and confused.;,+7H,, stun no parry 2x,, foe @ -25,;Fall breaks ribs and disarms foe. Foe hits the ground rolling. His attempts to stand facing in the wrong direction.;,stun no parry 12x,, foe @ -30,;Sweep downs foe and you put him in a leg-breaking hold. You pin foe and may break his leg at your leisure.;,+9H,, no parry 15x,;Throw bashes foe against nearby hard surface. Foe is knocked out. You may kill him when you like. He is at your mercy.;+10H;Sly rolling throw sends foe into air. You guide foe to the ground. He is knocked unconscious and disarmed.;+0H
92;Foe breaks his nose on a piece of equipment when you throw him. He is down and confused.;,+7H,, stun no parry 2x,, foe @ -25,;Fall breaks ribs and disarms foe. Foe hits the ground rolling. His attempts to stand facing in the wrong direction.;,stun no parry 12x,, foe @ -30,;Sweep downs foe and you put him in a leg-breaking hold. You pin foe and may break his leg at your leisure.;,+9H,, no parry 15x,;Throw bashes foe against nearby hard surface. Foe is knocked out. You may kill him when you like. He is at your mercy.;+10H;Sly rolling throw sends foe into air. You guide foe to the ground. He is knocked unconscious and disarmed.;+0H
93;Foe breaks his nose on a piece of equipment when you throw him. He is down and confused.;,+7H,, stun no parry 2x,, foe @ -25,;Fall breaks ribs and disarms foe. Foe hits the ground rolling. His attempts to stand facing in the wrong direction.;,stun no parry 12x,, foe @ -30,;Sweep downs foe and you put him in a leg-breaking hold. You pin foe and may break his leg at your leisure.;,+9H,, no parry 15x,;Throw bashes foe against nearby hard surface. Foe is knocked out. You may kill him when you like. He is at your mercy.;+10H;Sly rolling throw sends foe into air. You guide foe to the ground. He is knocked unconscious and disarmed.;+0H
94;Foe breaks his nose on a piece of equipment when you throw him. He is down and confused.;,+7H,, stun no parry 2x,, foe @ -25,;Fall breaks ribs and disarms foe. Foe hits the ground rolling. His attempts to stand facing in the wrong direction.;,stun no parry 12x,, foe @ -30,;Sweep downs foe and you put him in a leg-breaking hold. You pin foe and may break his leg at your leisure.;,+9H,, no parry 15x,;Throw bashes foe against nearby hard surface. Foe is knocked out. You may kill him when you like. He is at your mercy.;+10H;Sly rolling throw sends foe into air. You guide foe to the ground. He is knocked unconscious and disarmed.;+0H
95;Foe breaks his nose on a piece of equipment when you throw him. He is down and confused.;,+7H,, stun no parry 2x,, foe @ -25,;Fall breaks ribs and disarms foe. Foe hits the ground rolling. His attempts to stand facing in the wrong direction.;,stun no parry 12x,, foe @ -30,;Sweep downs foe and you put him in a leg-breaking hold. You pin foe and may break his leg at your leisure.;,+9H,, no parry 15x,;Throw bashes foe against nearby hard surface. Foe is knocked out. You may kill him when you like. He is at your mercy.;+10H;Sly rolling throw sends foe into air. You guide foe to the ground. He is knocked unconscious and disarmed.;+0H
96;,Excellent throw sends foe down on his head. If foe has no helm,, he is knocked out.,;stun 9x;,With but one strike,, you disarm foe,, knock him out and kick him onto his back. You're not a dragon yet.,;+20H;,Throw foe against a hard surface of your choice. Crack skull. If he has a helm,, he is in a coma. If no helm,, he dies in 1 round.,;+0H;Your attack breaks foe's ribs. You throw him down and impale him on his broken ribs. He dies in 6 rounds.;+0H;,You grapple your foe firmly,, sweep his feet out from under him and then throw him to the ground. The impact breaks his neck. He dies instantly.,;(+25 Next Attack)
97;,Excellent throw sends foe down on his head. If foe has no helm,, he is knocked out.,;stun 9x;,With but one strike,, you disarm foe,, knock him out and kick him onto his back. You're not a dragon yet.,;+20H;,Throw foe against a hard surface of your choice. Crack skull. If he has a helm,, he is in a coma. If no helm,, he dies in 1 round.,;+0H;Your attack breaks foe's ribs. You throw him down and impale him on his broken ribs. He dies in 6 rounds.;+0H;,You grapple your foe firmly,, sweep his feet out from under him and then throw him to the ground. The impact breaks his neck. He dies instantly.,;(+25 Next Attack)
98;,Excellent throw sends foe down on his head. If foe has no helm,, he is knocked out.,;stun 9x;,With but one strike,, you disarm foe,, knock him out and kick him onto his back. You're not a dragon yet.,;+20H;,Throw foe against a hard surface of your choice. Crack skull. If he has a helm,, he is in a coma. If no helm,, he dies in 1 round.,;+0H;Your attack breaks foe's ribs. You throw him down and impale him on his broken ribs. He dies in 6 rounds.;+0H;,You grapple your foe firmly,, sweep his feet out from under him and then throw him to the ground. The impact breaks his neck. He dies instantly.,;(+25 Next Attack)
99;,Excellent throw sends foe down on his head. If foe has no helm,, he is knocked out.,;stun 9x;,With but one strike,, you disarm foe,, knock him out and kick him onto his back. You're not a dragon yet.,;+20H;,Throw foe against a hard surface of your choice. Crack skull. If he has a helm,, he is in a coma. If no helm,, he dies in 1 round.,;+0H;Your attack breaks foe's ribs. You throw him down and impale him on his broken ribs. He dies in 6 rounds.;+0H;,You grapple your foe firmly,, sweep his feet out from under him and then throw him to the ground. The impact breaks his neck. He dies instantly.,;(+25 Next Attack)
100;Snazzy throw. Foe is knocked down with a controlled grip. You may finish him or hold him immobile and helpless.;+0H;Fabulous throw sends foe flying. Foe's neck is broken on impact and he dies after rolling 15 feet. You are a mighty warrior to all who see your work.;+0H;Bring foe down with your knee under his back. You break his back and paralyze him from the shoulders down. You take a deadly looking stance.;+0H;,Foe lunges toward you in a threatening move. A brutal grapple from below breaks foe's back,, as you throw him. He is paralyzed from the neck down.,;+0H;,Using but half the round,, you use a rolling throw to send foe against an available hard surface of your choice. Foe dies form many wounds instantly.,;(+25 Next Attack)
