0;A;A-D;B;B-D;C;C-D;D;D-D;E;E-D
79;Weak, but precise strike to foe's arm, Foe shakes you off, but you do some damage anyway.;+3H, stun 1x, bleed 1x;Strong, but imprecise arm strike. The wound is of moderate size. You are proud to have created it.;+5H, bleed 2x, foe @ -15;You take a shot at foe's forearm. It lands well. A muscle and tendon are slashed. He holds on to his weapon.;+5H, stun 2x, bleed 2x, foe @ -25;Grab foe's arm. Foe struggles violently to make you let go. You rend his arm without mercy. He gets free and stumbles back. You win this round.;+5H, stun 3x, bleed 2x, foe @ -25;Sly arm strike gives for a troublesome wound. What looks like a tiny wound is producing much blood. Foe does not fall down, but he stumbles much.;stun no parry 2x, bleed 3x
80;Weak, but precise strike to foe's arm, Foe shakes you off, but you do some damage anyway.;+3H, stun 1x, bleed 1x;Strong, but imprecise arm strike. The wound is of moderate size. You are proud to have created it.;+5H, bleed 2x, foe @ -15;You take a shot at foe's forearm. It lands well. A muscle and tendon are slashed. He holds on to his weapon.;+5H, stun 2x, bleed 2x, foe @ -25;Grab foe's arm. Foe struggles violently to make you let go. You rend his arm without mercy. He gets free and stumbles back. You win this round.;+5H, stun 3x, bleed 2x, foe @ -25;Sly arm strike gives for a troublesome wound. What looks like a tiny wound is producing much blood. Foe does not fall down, but he stumbles much.;stun no parry 2x, bleed 3x
81;Strike to foe's face. He panics and stumbles back 5 feet. You fall clear and prepare for another strike.;+4H, stun 1, bleed 2x;Flying face strike.;With facial armor: +3H, must parry 1x | w/o: stun 3x, bleed 3x;Head strike. Foe's helm is knocked off. If foe has no helm, he has a vicious cut to his scalp.;with helm: +3H, stun 1x | w/o: +2H, stun 1x, bleed 3x, foe @ -40;Acrobatic face strike. If foe has no facial armor he will he will get some, when his nose heals.;With facial armor: +5H | w/o: stun 3x, bleed 3x, foe @ -40;Slash between foe's fingers. If he has a metal gauntlet on, he is fine.;+8H, stun 9x, bleed 3x
82;Strike to foe's face. He panics and stumbles back 5 feet. You fall clear and prepare for another strike.;+4H, stun 1, bleed 2x;Flying face strike.;With facial armor: +3H, must parry 1x | w/o: stun 3x, bleed 3x;Head strike. Foe's helm is knocked off. If foe has no helm, he has a vicious cut to his scalp.;with helm: +3H, stun 1x | w/o: +2H, stun 1x, bleed 3x, foe @ -40;Acrobatic face strike. If foe has no facial armor he will he will get some, when his nose heals.;With facial armor: +5H | w/o: stun 3x, bleed 3x, foe @ -40;Slash between foe's fingers. If he has a metal gauntlet on, he is fine.;+8H, stun 9x, bleed 3x
83;Strike to foe's face. He panics and stumbles back 5 feet. You fall clear and prepare for another strike.;+4H, stun 1, bleed 2x;Flying face strike.;With facial armor: +3H, must parry 1x | w/o: stun 3x, bleed 3x;Head strike. Foe's helm is knocked off. If foe has no helm, he has a vicious cut to his scalp.;with helm: +3H, stun 1x | w/o: +2H, stun 1x, bleed 3x, foe @ -40;Acrobatic face strike. If foe has no facial armor he will he will get some, when his nose heals.;With facial armor: +5H | w/o: stun 3x, bleed 3x, foe @ -40;Slash between foe's fingers. If he has a metal gauntlet on, he is fine.;+8H, stun 9x, bleed 3x
84;Strike to foe's face. He panics and stumbles back 5 feet. You fall clear and prepare for another strike.;+4H, stun 1, bleed 2x;Flying face strike.;With facial armor: +3H, must parry 1x | w/o: stun 3x, bleed 3x;Head strike. Foe's helm is knocked off. If foe has no helm, he has a vicious cut to his scalp.;with helm: +3H, stun 1x | w/o: +2H, stun 1x, bleed 3x, foe @ -40;Acrobatic face strike. If foe has no facial armor he will he will get some, when his nose heals.;With facial armor: +5H | w/o: stun 3x, bleed 3x, foe @ -40;Slash between foe's fingers. If he has a metal gauntlet on, he is fine.;+8H, stun 9x, bleed 3x
85;Strike to foe's face. He panics and stumbles back 5 feet. You fall clear and prepare for another strike.;+4H, stun 1, bleed 2x;Flying face strike.;With facial armor: +3H, must parry 1x | w/o: stun 3x, bleed 3x;Head strike. Foe's helm is knocked off. If foe has no helm, he has a vicious cut to his scalp.;with helm: +3H, stun 1x | w/o: +2H, stun 1x, bleed 3x, foe @ -40;Acrobatic face strike. If foe has no facial armor he will he will get some, when his nose heals.;With facial armor: +5H | w/o: stun 3x, bleed 3x, foe @ -40;Slash between foe's fingers. If he has a metal gauntlet on, he is fine.;+8H, stun 9x, bleed 3x
86;Sudden well placed blow makes you feel you are mighty in battle. Your foe is convinced.;+6H, stun 2x;Slash foe's neck. He thinks you just killed him. The wound is not mortal. Foe stumbles away fearful of death.;+5H, stun no parry 3x, bleed 2x;Shoulder strike unbalances foe and spins him around. He is frantic to turn around and face you. You move the other direction to prolong the effect.;+6H, stun no parry 2x;Strong grip to foe's weapon arm. He tries to throw you clear, but cannot. He finally drops his weapon. You lose your grip on him at the same time.;+5H, stun 1x;Rend open foe's lower back with a quick double slash. Both wounds are deep and nasty. Blood pours out all over you and foe, making the combat semi brutal.;+4H, stun 3x, no parry 1x, bleed 3x, foe @ -40
87;Sudden well placed blow makes you feel you are mighty in battle. Your foe is convinced.;+6H, stun 2x;Slash foe's neck. He thinks you just killed him. The wound is not mortal. Foe stumbles away fearful of death.;+5H, stun no parry 3x, bleed 2x;Shoulder strike unbalances foe and spins him around. He is frantic to turn around and face you. You move the other direction to prolong the effect.;+6H, stun no parry 2x;Strong grip to foe's weapon arm. He tries to throw you clear, but cannot. He finally drops his weapon. You lose your grip on him at the same time.;+5H, stun 1x;Rend open foe's lower back with a quick double slash. Both wounds are deep and nasty. Blood pours out all over you and foe, making the combat semi brutal.;+4H, stun 3x, no parry 1x, bleed 3x, foe @ -40
88;Sudden well placed blow makes you feel you are mighty in battle. Your foe is convinced.;+6H, stun 2x;Slash foe's neck. He thinks you just killed him. The wound is not mortal. Foe stumbles away fearful of death.;+5H, stun no parry 3x, bleed 2x;Shoulder strike unbalances foe and spins him around. He is frantic to turn around and face you. You move the other direction to prolong the effect.;+6H, stun no parry 2x;Strong grip to foe's weapon arm. He tries to throw you clear, but cannot. He finally drops his weapon. You lose your grip on him at the same time.;+5H, stun 1x;Rend open foe's lower back with a quick double slash. Both wounds are deep and nasty. Blood pours out all over you and foe, making the combat semi brutal.;+4H, stun 3x, no parry 1x, bleed 3x, foe @ -40
89;Sudden well placed blow makes you feel you are mighty in battle. Your foe is convinced.;+6H, stun 2x;Slash foe's neck. He thinks you just killed him. The wound is not mortal. Foe stumbles away fearful of death.;+5H, stun no parry 3x, bleed 2x;Shoulder strike unbalances foe and spins him around. He is frantic to turn around and face you. You move the other direction to prolong the effect.;+6H, stun no parry 2x;Strong grip to foe's weapon arm. He tries to throw you clear, but cannot. He finally drops his weapon. You lose your grip on him at the same time.;+5H, stun 1x;Rend open foe's lower back with a quick double slash. Both wounds are deep and nasty. Blood pours out all over you and foe, making the combat semi brutal.;+4H, stun 3x, no parry 1x, bleed 3x, foe @ -40
90;Sudden well placed blow makes you feel you are mighty in battle. Your foe is convinced.;+6H, stun 2x;Slash foe's neck. He thinks you just killed him. The wound is not mortal. Foe stumbles away fearful of death.;+5H, stun no parry 3x, bleed 2x;Shoulder strike unbalances foe and spins him around. He is frantic to turn around and face you. You move the other direction to prolong the effect.;+6H, stun no parry 2x;Strong grip to foe's weapon arm. He tries to throw you clear, but cannot. He finally drops his weapon. You lose your grip on him at the same time.;+5H, stun 1x;Rend open foe's lower back with a quick double slash. Both wounds are deep and nasty. Blood pours out all over you and foe, making the combat semi brutal.;+4H, stun 3x, no parry 1x, bleed 3x, foe @ -40
91;Leaping head strike. If foe has no helm, face and left ear is slashed.;+3H, stun 2x, foe @ -30;Foe blocks your attack with his arm so you slash it in place of your original target. Foe realizes his mistake.;+5H, stun no parry 3x, bleed 2x;Strike lands near neck and cheek. Foe is disoriented and recoils from your onslaught.;+3H, stun no parry 2x, bleed 2x, foe @ -20;Clean strike, you cleave the thumb on foe's weapon arm. His arm is less than useful. Foe drops his weapon.;stun no parry 2x, foe @ -50;Dazzling leap knocks foe down. Foe hits on his back. Foe is disarmed and unconscious.;+9H
92;Leaping head strike. If foe has no helm, face and left ear is slashed.;+3H, stun 2x, foe @ -30;Foe blocks your attack with his arm so you slash it in place of your original target. Foe realizes his mistake.;+5H, stun no parry 3x, bleed 2x;Strike lands near neck and cheek. Foe is disoriented and recoils from your onslaught.;+3H, stun no parry 2x, bleed 2x, foe @ -20;Clean strike, you cleave the thumb on foe's weapon arm. His arm is less than useful. Foe drops his weapon.;stun no parry 2x, foe @ -50;Dazzling leap knocks foe down. Foe hits on his back. Foe is disarmed and unconscious.;+9H
93;Leaping head strike. If foe has no helm, face and left ear is slashed.;+3H, stun 2x, foe @ -30;Foe blocks your attack with his arm so you slash it in place of your original target. Foe realizes his mistake.;+5H, stun no parry 3x, bleed 2x;Strike lands near neck and cheek. Foe is disoriented and recoils from your onslaught.;+3H, stun no parry 2x, bleed 2x, foe @ -20;Clean strike, you cleave the thumb on foe's weapon arm. His arm is less than useful. Foe drops his weapon.;stun no parry 2x, foe @ -50;Dazzling leap knocks foe down. Foe hits on his back. Foe is disarmed and unconscious.;+9H
94;Leaping head strike. If foe has no helm, face and left ear is slashed.;+3H, stun 2x, foe @ -30;Foe blocks your attack with his arm so you slash it in place of your original target. Foe realizes his mistake.;+5H, stun no parry 3x, bleed 2x;Strike lands near neck and cheek. Foe is disoriented and recoils from your onslaught.;+3H, stun no parry 2x, bleed 2x, foe @ -20;Clean strike, you cleave the thumb on foe's weapon arm. His arm is less than useful. Foe drops his weapon.;stun no parry 2x, foe @ -50;Dazzling leap knocks foe down. Foe hits on his back. Foe is disarmed and unconscious.;+9H
95;Leaping head strike. If foe has no helm, face and left ear is slashed.;+3H, stun 2x, foe @ -30;Foe blocks your attack with his arm so you slash it in place of your original target. Foe realizes his mistake.;+5H, stun no parry 3x, bleed 2x;Strike lands near neck and cheek. Foe is disoriented and recoils from your onslaught.;+3H, stun no parry 2x, bleed 2x, foe @ -20;Clean strike, you cleave the thumb on foe's weapon arm. His arm is less than useful. Foe drops his weapon.;stun no parry 2x, foe @ -50;Dazzling leap knocks foe down. Foe hits on his back. Foe is disarmed and unconscious.;+9H
96;Insulting strike to foe's nose. If foe has no nose guard, his nose is shredded. Foe reels from your onslaught.;stun 9x, bleed 3x;Strike to foe's forehead. Foe is blinded, until the bleeding is stopped. Foe is off guard trying to stop the bleeding. Now is your chance.;stun no parry 3x, bleed 3x, foe @ -40;Epic slash to foe's Achilies tendon. Foe falls down. He is almost helpless. His attempts to crawl away fail. You have him now.;+5H, stun no parry 6x, foe @ -75;Strike foe in face. If foe has a visored helm. He is blinded and helpless for a week while the swelling lasts. If foe does not have a visored helm, he loses 1 eye and is blind in the other.;Foe @ -100;Head strike is deadly. Slash open foe's head and send him down. He hits head. The shock of your strike and the concussion of the fall is too much for him to handle. He dies in 9 rouknds.;+0H
97;Insulting strike to foe's nose. If foe has no nose guard, his nose is shredded. Foe reels from your onslaught.;stun 9x, bleed 3x;Strike to foe's forehead. Foe is blinded, until the bleeding is stopped. Foe is off guard trying to stop the bleeding. Now is your chance.;stun no parry 3x, bleed 3x, foe @ -40;Epic slash to foe's Achilies tendon. Foe falls down. He is almost helpless. His attempts to crawl away fail. You have him now.;+5H, stun no parry 6x, foe @ -75;Strike foe in face. If foe has a visored helm. He is blinded and helpless for a week while the swelling lasts. If foe does not have a visored helm, he loses 1 eye and is blind in the other.;Foe @ -100;Head strike is deadly. Slash open foe's head and send him down. He hits head. The shock of your strike and the concussion of the fall is too much for him to handle. He dies in 9 rouknds.;+0H
98;Insulting strike to foe's nose. If foe has no nose guard, his nose is shredded. Foe reels from your onslaught.;stun 9x, bleed 3x;Strike to foe's forehead. Foe is blinded, until the bleeding is stopped. Foe is off guard trying to stop the bleeding. Now is your chance.;stun no parry 3x, bleed 3x, foe @ -40;Epic slash to foe's Achilies tendon. Foe falls down. He is almost helpless. His attempts to crawl away fail. You have him now.;+5H, stun no parry 6x, foe @ -75;Strike foe in face. If foe has a visored helm. He is blinded and helpless for a week while the swelling lasts. If foe does not have a visored helm, he loses 1 eye and is blind in the other.;Foe @ -100;Head strike is deadly. Slash open foe's head and send him down. He hits head. The shock of your strike and the concussion of the fall is too much for him to handle. He dies in 9 rouknds.;+0H
99;Insulting strike to foe's nose. If foe has no nose guard, his nose is shredded. Foe reels from your onslaught.;stun 9x, bleed 3x;Strike to foe's forehead. Foe is blinded, until the bleeding is stopped. Foe is off guard trying to stop the bleeding. Now is your chance.;stun no parry 3x, bleed 3x, foe @ -40;Epic slash to foe's Achilies tendon. Foe falls down. He is almost helpless. His attempts to crawl away fail. You have him now.;+5H, stun no parry 6x, foe @ -75;Strike foe in face. If foe has a visored helm. He is blinded and helpless for a week while the swelling lasts. If foe does not have a visored helm, he loses 1 eye and is blind in the other.;Foe @ -100;Head strike is deadly. Slash open foe's head and send him down. He hits head. The shock of your strike and the concussion of the fall is too much for him to handle. He dies in 9 rouknds.;+0H
100;Strike at foe's eyes. Without a visored helm, foe loses one of his eyes.;+15H, stun no parry 3x, foe @ -75;Foe leaps back to avoid a slash to the throat, too late. He fails down. You expose some muscle and make a mess.;stun no parry 6x, bleed 3x, foe @ -50;Severe head strike. If foe has a helm he is unconscious for 1-10 days. Without a helm, foe is dead.;+25H, bleed 1x;Strike to foe's eyes. Foe is blinded permanently. Foe is at your mercy.;+10H, stun no parry 6x, bleed 2x, foe @ -95;Unbelievable strike to foe's neck. Vein and artery severed. Foe dies after 6 rounds of inactivity.;bleed 20x
